longitude_deg,latitude_deg,date_utc,integration_s,frequency_hz,amplitude,vlsr_kms
90.0,0.0,2026-05-11T08:17:34+00:00,74,1420443945.3125,-13.560683365733396,20.6894843
90.0,0.0,2026-05-11T08:17:34+00:00,74,1420448828.125,-13.925609476252369,19.6589123
90.0,0.0,2026-05-11T08:17:34+00:00,74,1420453710.9375,-7.52391759677691,18.6283403
90.0,0.0,2026-05-11T08:17:34+00:00,74,1420458593.75,-7.07779509636842,17.5977683
90.0,0.0,2026-05-11T08:17:34+00:00,74,1420463476.5625,-14.66520474217772,16.5671964
90.0,0.0,2026-05-11T08:17:34+00:00,74,1420468359.375,-17.61368062003132,15.536624400000001
90.0,0.0,2026-05-11T08:17:34+00:00,74,1420473242.1875,-1.6192403229791914,14.5060524
90.0,0.0,2026-05-11T08:17:34+00:00,74,1420478125.0,-12.940217527691155,13.4754804
90.0,0.0,2026-05-11T08:17:34+00:00,74,1420483007.8125,1.7642818613731563,12.4449085
90.0,0.0,2026-05-11T08:17:34+00:00,74,1420487890.625,16.876097977929412,11.4143365
90.0,0.0,2026-05-11T08:17:34+00:00,74,1420492773.4375,20.101177998660987,10.3837645
