# Origin: SALSA
# Telescope: vale
# Date: 2026-05-11T09:41:15+00:00
# Coordinate system: galactic
# Target: 165.0000, 0.0000 deg
# Integration time: 60 s
# VLSR correction: -19496.23 m/s
# Columns: frequency_hz,amplitude,vlsr_mps
frequency_hz,amplitude,vlsr_mps
1419150000,5.079438515425788,245544.1726
1419154882.8125,7.58082369839002,244513.6006
1419159765.625,6.896319364190775,243483.0286
1419164648.4375,-1.296477085420298,242452.4566
1419169531.25,-9.224285066974568,241421.8847
1419174414.0625,2.447854905551654,240391.3127
1419179296.875,9.53295155656075,239360.7407
1419184179.6875,8.675369978671418,238330.1687
1419189062.5,9.636452889840864,237299.5967
1419193945.3125,8.368824702262563,236269.0248
1419198828.125,6.96380339247156,235238.4528
1419203710.9375,12.856008381445552,234207.8808
1419208593.75,8.998124718497229,233177.3088
1419213476.5625,10.17739760231433,232146.7369
1419218359.375,10.325054257063384,231116.1649
1419223242.1875,7.828006625112864,230085.5929
1419228125,-2.1105872781547723,229055.0209
1419233007.8125,-16.213824308250675,228024.4490
1419237890.625,-108.0941153442405,226993.8770
1419242773.4375,0.6281468096778607,225963.3050
1419247656.25,11.43996919687882,224932.7330
1419252539.0625,11.136747184075611,223902.1611
1419257421.875,11.007270698772402,222871.5891
1419262304.6875,-18.06841569536174,221841.0171
1419267187.5,6.192659408016486,220810.4451
1419272070.3125,18.580551373678528,219779.8732
1419276953.125,16.32309698976368,218749.3012
1419281835.9375,17.0020233366323,217718.7292
1419286718.75,19.3255950718788,216688.1572
1419291601.5625,19.260091597835448,215657.5853
1419296484.375,13.268031973550238,214627.0133
1419301367.1875,10.749162719393032,213596.4413
1419306250,7.770775253621157,212565.8693
1419311132.8125,13.835685834374727,211535.2974
1419316015.625,13.787146372195878,210504.7254
1419320898.4375,9.129290209269667,209474.1534
1419325781.25,11.580213501228272,208443.5814
1419330664.0625,16.80933900181628,207413.0095
1419335546.875,15.929129935281011,206382.4375
1419340429.6875,18.97042869370183,205351.8655
1419345312.5,20.081959655032183,204321.2935
1419350195.3125,28.998118506271776,203290.7216
1419355078.125,27.222499877574,202260.1496
1419359960.9375,17.66740269226121,201229.5776
1419364843.75,23.69812014105752,200199.0056
1419369726.5625,12.944453512850666,199168.4337
1419374609.375,12.1840611413175,198137.8617
1419379492.1875,6.695469594910611,197107.2897
1419384375,6.187487974226663,196076.7177
1419389257.8125,13.068130674830837,195046.1458
1419394140.625,12.93236334182211,194015.5738
1419399023.4375,14.550709218727874,192985.0018
1419403906.25,21.27622476643125,191954.4298
