# Origin: SALSA
# Telescope: vale
# Date: 2026-05-11T09:46:45+00:00
# Coordinate system: galactic
# Target: 175.0000, 0.0000 deg
# Integration time: 59 s
# VLSR correction: -25275.40 m/s
# Columns: frequency_hz,amplitude,vlsr_mps
frequency_hz,amplitude,vlsr_mps
1419150000,5.051841580824279,239765.0006
1419154882.8125,7.201069604664788,238734.4287
1419159765.625,11.396781470378109,237703.8567
1419164648.4375,0.5123891393722929,236673.2847
1419169531.25,-0.5378836435277384,235642.7127
1419174414.0625,6.8640650989595615,234612.1407
1419179296.875,12.4977219159454,233581.5688
1419184179.6875,13.052738179772197,232550.9968
1419189062.5,15.956237310135773,231520.4248
1419193945.3125,14.769728832633522,230489.8528
1419198828.125,14.924310625351431,229459.2809
1419203710.9375,17.378336401861997,228428.7089
1419208593.75,16.819158955571226,227398.1369
1419213476.5625,16.937420501606855,226367.5649
1419218359.375,15.676103953784002,225336.9930
1419223242.1875,18.23704448245198,224306.4210
1419228125,5.371579573018123,223275.8490
1419233007.8125,-1.922820322929872,222245.2770
1419237890.625,-96.47180355071303,221214.7051
1419242773.4375,9.584511291563464,220184.1331
1419247656.25,23.26179490861596,219153.5611
1419252539.0625,20.711447199602965,218122.9891
1419257421.875,19.899654147009908,217092.4172
1419262304.6875,-8.271320064139474,216061.8452
1419267187.5,14.715652505102543,215031.2732
1419272070.3125,24.884473012560065,214000.7012
1419276953.125,25.89675865240591,212970.1293
1419281835.9375,25.846971000909974,211939.5573
1419286718.75,27.078129200934676,210908.9853
1419291601.5625,24.813631890691735,209878.4133
1419296484.375,21.1319215251408,208847.8414
1419301367.1875,20.589552428106384,207817.2694
1419306250,17.8936827561801,206786.6974
1419311132.8125,24.334514137361005,205756.1254
1419316015.625,22.389547829630956,204725.5535
1419320898.4375,19.482881782855124,203694.9815
1419325781.25,22.007705223609484,202664.4095
1419330664.0625,23.18776360726913,201633.8375
1419335546.875,25.398260159210473,200603.2656
1419340429.6875,26.24988985660147,199572.6936
1419345312.5,24.849072364775783,198542.1216
1419350195.3125,33.60026159148272,197511.5496
1419355078.125,34.12936664048132,196480.9777
1419359960.9375,25.639533063949525,195450.4057
1419364843.75,34.47542216615952,194419.8337
1419369726.5625,23.92907491788205,193389.2617
1419374609.375,19.75343538572244,192358.6898
1419379492.1875,20.75853818451742,191328.1178
1419384375,14.718392648524212,190297.5458
1419389257.8125,20.103946978338435,189266.9738
1419394140.625,20.204935385905618,188236.4019
1419399023.4375,22.0434315683315,187205.8299
1419403906.25,29.190764150617817,186175.2579
1419408789.0625,25.22071078356296,185144.6859
1419413671.875,35.71140104775194,184114.1140
1419418554.6875,33.53248817022014,183083.5420
1419423437.5,23.53533960529463,182052.9700
1419428320.3125,28.425069398572155,181022.3980
1419433203.125,26.19519373520864,179991.8261
1419438085.9375,10.768902224596282,178961.2541
1419442968.75,21.69558729603179,177930.6821
1419447851.5625,9.45340528527066,176900.1101
1419452734.375,17.88845014417164,175869.5382
1419457617.1875,22.67314987563277,174838.9662
1419462500,18.67905193733109,173808.3942
1419467382.8125,16.53868557451846,172777.8222
1419472265.625,24.67946481696758,171747.2503
1419477148.4375,23.14483453114808,170716.6783
1419482031.25,24.17913455388929,169686.1063
1419486914.0625,16.49194880698371,168655.5343
1419491796.875,18.048986123700065,167624.9624
1419496679.6875,16.59449691212407,166594.3904
1419501562.5,21.246006944920616,165563.8184
1419506445.3125,11.639303436548843,164533.2464
1419511328.125,14.282268995120234,163502.6745
1419516210.9375,15.801651357022315,162472.1025
1419521093.75,15.900891052856569,161441.5305
1419525976.5625,16.668870962748368,160410.9585
1419530859.375,14.722204350093772,159380.3866
1419535742.1875,15.97450924402868,158349.8146
1419540625,9.004234294797612,157319.2426
1419545507.8125,12.401944781187725,156288.6706
1419550390.625,18.67468277397439,155258.0987
1419555273.4375,18.872571339537316,154227.5267
1419560156.25,17.86356139711964,153196.9547
1419565039.0625,19.22224854782105,152166.3827
1419569921.875,15.566652113014014,151135.8108
1419574804.6875,18.889277475920338,150105.2388
1419579687.5,14.098537480051853,149074.6668
1419584570.3125,13.203647997203074,148044.0948
1419589453.125,7.402131656839304,147013.5228
1419594335.9375,12.884552735605272,145982.9509
1419599218.75,11.767764676459542,144952.3789
1419604101.5625,3.6870185171274823,143921.8069
1419608984.375,28.548259478823564,142891.2349
1419613867.1875,21.894404357080067,141860.6630
1419618750,17.908499360492446,140830.0910
1419623632.8125,13.557201173449537,139799.5190
1419628515.625,13.899616377985025,138768.9470
1419633398.4375,14.338603451604689,137738.3751
1419638281.25,13.769085047913208,136707.8031
1419643164.0625,12.209579724666272,135677.2311
1419648046.875,14.817757995507613,134646.6591
1419652929.6875,12.350194753523766,133616.0872
1419657812.5,15.702013942078205,132585.5152
1419662695.3125,8.969875022196526,131554.9432
1419667578.125,7.057878668338307,130524.3712
1419672460.9375,18.51205251955549,129493.7993
1419677343.75,13.54490147311076,128463.2273
1419682226.5625,12.241997600432232,127432.6553
1419687109.375,13.003552397884585,126402.0833
1419691992.1875,8.608453159489986,125371.5114
1419696875,-2.1428855955695996,124340.9394
1419701757.8125,7.522957919008138,123310.3674
1419706640.625,10.162219997343692,122279.7954
1419711523.4375,9.39935132614375,121249.2235
1419716406.25,13.997334980521408,120218.6515
1419721289.0625,16.228152250914057,119188.0795
1419726171.875,21.183989805965982,118157.5075
1419731054.6875,15.944357994215473,117126.9356
1419735937.5,11.209919006587503,116096.3636
1419740820.3125,10.514382185346218,115065.7916
1419745703.125,11.978543904230854,114035.2196
1419750585.9375,15.348410516897248,113004.6477
1419755468.75,17.88391276885828,111974.0757
1419760351.5625,1.000483826939472,110943.5037
1419765234.375,13.692693413158931,109912.9317
1419770117.1875,13.7605560445556,108882.3598
1419775000,6.403447285726355,107851.7878
1419779882.8125,12.021008440616336,106821.2158
1419784765.625,6.315974771992503,105790.6438
1419789648.4375,3.758344374886845,104760.0719
1419794531.25,2.9970034400791747,103729.4999
1419799414.0625,7.23706011863343,102698.9279
1419804296.875,8.715332545196112,101668.3559
1419809179.6875,17.020764037593725,100637.7840
1419814062.5,7.910392498075565,99607.2120
1419818945.3125,6.780610991708613,98576.6400
1419823828.125,9.892791507228871,97546.0680
1419828710.9375,12.79790905386793,96515.4961
1419833593.75,11.40432191565117,95484.9241
1419838476.5625,12.101895771608412,94454.3521
1419843359.375,11.06302342346018,93423.7801
1419848242.1875,4.212529131521748,92393.2082
1419853125,-10.011518844619347,91362.6362
1419858007.8125,0.8781965894894506,90332.0642
1419862890.625,8.296962266433837,89301.4922
1419867773.4375,8.660650128104336,88270.9203
1419872656.25,12.973608598390117,87240.3483
1419877539.0625,2.4040077457586713,86209.7763
1419882421.875,-2.9511507037492617,85179.2043
1419887304.6875,5.2368054097504,84148.6324
1419892187.5,-0.20366475486647267,83118.0604
1419897070.3125,6.070588135013135,82087.4884
1419901953.125,8.5772177379359,81056.9164
1419906835.9375,6.211931909103861,80026.3445
1419911718.75,4.1601571673592925,78995.7725
1419916601.5625,-0.8580026223194668,77965.2005
