# Origin: SALSA
# Telescope: vale
# Date: 2026-05-11T09:08:57+00:00
# Coordinate system: galactic
# Target: 100.0000, 0.0000 deg
# Integration time: 60 s
# VLSR correction: 23473.37 m/s
# Columns: frequency_hz,amplitude,vlsr_mps
frequency_hz,amplitude,vlsr_mps
1419150000,7.680258067317751,288513.7671
1419154882.8125,10.879834877671716,287483.1951
1419159765.625,11.369933946500383,286452.6231
1419164648.4375,2.949748656014968,285422.0512
1419169531.25,-4.268210735803737,284391.4792
1419174414.0625,6.198694222262107,283360.9072
1419179296.875,7.982290739637693,282330.3352
1419184179.6875,8.956523275030824,281299.7633
1419189062.5,10.26203474714758,280269.1913
1419193945.3125,7.781028741034062,279238.6193
1419198828.125,6.5955922550122645,278208.0473
1419203710.9375,10.123719558277676,277177.4754
1419208593.75,7.832134728016646,276146.9034
1419213476.5625,6.80600187077942,275116.3314
1419218359.375,7.30918493765647,274085.7594
1419223242.1875,5.995657734189436,273055.1875
1419228125,-2.8131591939628287,272024.6155
1419233007.8125,-13.995369934957678,270994.0435
1419237890.625,-96.42825761082324,269963.4715
1419242773.4375,0.17406177715446594,268932.8996
1419247656.25,7.535714674937424,267902.3276
1419252539.0625,7.846354316423601,266871.7556
1419257421.875,8.624732132695186,265841.1836
1419262304.6875,-18.591942056452503,264810.6117
1419267187.5,4.62548318669092,263780.0397
1419272070.3125,13.31172599369002,262749.4677
1419276953.125,12.027864847691037,261718.8957
1419281835.9375,16.00012889401608,260688.3237
1419286718.75,13.935866909441147,259657.7518
1419291601.5625,12.134028278009376,258627.1798
1419296484.375,12.055292974048143,257596.6078
1419301367.1875,9.375239352522843,256566.0358
1419306250,3.3907923660828865,255535.4639
1419311132.8125,10.318765973434257,254504.8919
1419316015.625,11.094393882229664,253474.3199
1419320898.4375,7.82769297194375,252443.7479
1419325781.25,11.8440572453384,251413.1760
1419330664.0625,11.551914438654418,250382.6040
1419335546.875,13.304975119304055,249352.0320
1419340429.6875,13.523464730783834,248321.4600
1419345312.5,13.934191788164386,247290.8881
1419350195.3125,17.63332236677906,246260.3161
1419355078.125,24.15218293901344,245229.7441
1419359960.9375,14.295754743860137,244199.1721
1419364843.75,19.164571347706023,243168.6002
1419369726.5625,12.4785908473575,242138.0282
1419374609.375,10.401173003790891,241107.4562
1419379492.1875,7.141836939038581,240076.8842
